ID,publication,pubyear,location,Latitude,Longitude,microbial name,microbial type,inoculant type,experimental type,inoculum in tr,inoculum in ck,inoculum,inoculation amount,inoculation amount,soil weight,fiNAl inoculation amount,log10,unit,inoculant quantity ,inoculation location,soil use type,soil origin,soil type,sandy or not sandy,extraction part,soil ph,log10ph,soil tc,log10tc,soil soc,log10soc,tn,log10tn,tp,log10tp,organic p,log10op,tk,log10tk,an,log10an,ap,log10ap,ak,log10ak,sterilization,application background,stress,specific background,rate,fertilizer,fertilizer type,supply rate,NAtive,plant,plant latin,plant type,experimental duration,experimental.periods,variable,methods,unit,xc,xe,lnphosphatase,apsc,apse,lnap,ph,xc,xe,RRpH,yield,xc,xe,RRyield,plant biomass,xc,xe,RRbiomass,leaf biomass,xc,xe,RRleaf_biomass,shoot biomass,xc,xe,RRshoot_biomass,root biomass,xc,xe,RRroot_biomass,plant_p_leaf,xc,xe,RR_pleaf,plant_p_grain,xc,xe,RR_pgrain,plant_p_shoot,xc,xe,RR_pshoot,plant_p_root,xc,xe,RR_proot,plant_p,xc,xe,RR_pplant
1,josef kohler(2010),2009,murcia (se spain).,37.98611,−1.13028,"pseudomoNAs mendociNA palleroni, glomus intraradices (schenk and smith)",mix,mix,greenhouse,mix inoculum,sterilized mix inoculum ,mix yes,1010cfu/pot,1010cfu/pot,0.7kg,14285714285,10.154902,cfu/kg soil,yes,soils,NA,other,NA,unknow,rhizosphere,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,dry,stress,dry,NA,no fertilizer,NA,NA,no NAtive,lettuce,l. sativa l. cv. tafalla,herbaceous plants,35,Short-term,phosphatase,acid pme,nmolpnpg-1h-2,71,139,0.671794,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,0.62,0.016261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,josef kohler(2010),2009,murcia (se spain).,37.98611,−1.13028,"pseudomoNAs mendociNA palleroni, glomus intraradices (schenk and smith)",mix,mix,greenhouse,mix inoculum,sterilized mix inoculum ,mix yes,1010cfu/pot,1010cfu/pot,0.7kg,14285714285,10.154902,cfu/kg soil,yes,soils,NA,other,NA,unknow,rhizosphere,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,dry,stress,dry,NA,no fertilizer,NA,NA,no NAtive,lettuce,l. sativa l. cv. tafalla,herbaceous plants,35,Short-term,phosphatase,acid pme,nmolpnpg-1h-2,69,151,0.783173,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.35,0.058841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,josef kohler(2010),2009,murcia (se spain).,37.98611,−1.13028,"pseudomoNAs mendociNA palleroni, glomus mosseae (nicol and gerd.) gerd. and trappe",mix,mix,greenhouse,mix inoculum,sterilized mix inoculum ,mix yes,1010cfu/pot,1010cfu/pot,0.7kg,14285714285,10.154902,cfu/kg soil,yes,soils,NA,other,NA,unknow,rhizosphere,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,lettuce,l. sativa l. cv. tafalla,herbaceous plants,35,Short-term,phosphatase,acid pme,nmolpnpg-1h-2,34,120,1.261131,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,0.84,0.024098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,josef kohler(2010),2009,murcia (se spain).,37.98611,−1.13028,"pseudomoNAs mendociNA palleroni, glomus mosseae (nicol and gerd.) gerd. and trappe",mix,mix,greenhouse,mix inoculum,sterilized mix inoculum ,mix yes,1010cfu/pot,1010cfu/pot,0.7kg,14285714285,10.154902,cfu/kg soil,yes,soils,NA,other,NA,unknow,rhizosphere,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,dry,stress,dry,NA,no fertilizer,NA,NA,no NAtive,lettuce,l. sativa l. cv. tafalla,herbaceous plants,35,Short-term,phosphatase,acid pme,nmolpnpg-1h-2,71,149,0.741266,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,0.59,-0.033336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,josef kohler(2010),2009,murcia (se spain).,37.98611,−1.13028,"pseudomoNAs mendociNA palleroni, glomus mosseae (nicol and gerd.) gerd. and trappe",mix,mix,greenhouse,mix inoculum,sterilized mix inoculum ,mix yes,1010cfu/pot,1010cfu/pot,0.7kg,14285714285,10.154902,cfu/kg soil,yes,soils,NA,other,NA,unknow,rhizosphere,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,dry,stress,dry,NA,no fertilizer,NA,NA,no NAtive,lettuce,l. sativa l. cv. tafalla,herbaceous plants,35,Short-term,phosphatase,acid pme,nmolpnpg-1h-2,69,141,0.714653,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.35,0.058841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,li haiyun(2020),2020,NA,37.458333,107.333333,"helminthosporium tritici-vulgaris, alterNAria solani, fusarium oxysporum, sclerotinias clerotiorum",pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,0.5kg,NA,NA,NA,no,soils,NA,other,sierozem,unknow,rhizosphere,8.28,0.91803,NA,NA,26.310905,1.420136,NA,NA,0.36,-0.443697,NA,NA,42.29,1.626238,86.48,1.936916,11.25,1.051153,129.7,2.11294,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,unknow,oat,aveNA sativa,herbaceous plants,45,Short-term,phosphatase,alkaline pme,mg/g,2.62366,3.54839,0.301924,9.82906,14.9573,0.419856,ph,8.0451,8.0378,-0.000908,NA,NA,NA,NA,NA,0.216176,0.988235,1.519828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,li haiyun(2020),2020,NA,36.062,103.694,"helminthosporium tritici-vulgaris, alterNAria solani, fusarium oxysporum, sclerotinias clerotiorum",pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,0.5kg,NA,NA,NA,no,soils,NA,other,sierozem,unknow,rhizosphere,8.28,0.91803,NA,NA,26.310905,1.420136,NA,NA,0.36,-0.443697,NA,NA,42.29,1.626238,86.48,1.936916,11.25,1.051153,129.7,2.11294,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,unknow,alfalfa,medicago sativa,herbaceous plants,45,Short-term,phosphatase,alkaline pme,mg/g,2.86022,6.54312,0.827516,17.265,19.7436,0.134148,ph,8.06468,7.90982,-0.019389,NA,NA,NA,NA,NA,0.185294,0.360284,0.664949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,li haiyun(2020),2020,NA,36.062,103.694,"helminthosporium tritici-vulgaris, alterNAria solani, fusarium oxysporum, sclerotinias clerotiorum",pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,0.5kg,NA,NA,NA,no,soils,NA,other,sierozem,unknow,rhizosphere,8.28,0.91803,NA,NA,26.310905,1.420136,NA,NA,0.36,-0.443697,NA,NA,42.29,1.626238,86.48,1.936916,11.25,1.051153,129.7,2.11294,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,unknow,cucumber ,cucumis sativus,herbaceous plants,45,Short-term,phosphatase,alkaline pme,mg/g,2.43011,3.87097,0.465569,9.82906,20.8547,0.752236,ph,7.94386,7.89358,-0.00635,NA,NA,NA,NA,NA,0.586765,1.51324,0.947384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,li haiyun(2020),2020,NA,36.062,103.694,"helminthosporium tritici-vulgaris, alterNAria solani, fusarium oxysporum, sclerotinias clerotiorum",pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,0.5kg,NA,NA,NA,no,soils,NA,other,sierozem,unknow,rhizosphere,8.28,0.91803,NA,NA,26.310905,1.420136,NA,NA,0.36,-0.443697,NA,NA,42.29,1.626238,86.48,1.936916,11.25,1.051153,129.7,2.11294,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,unknow,oat,aveNA sativa,herbaceous plants,45,Short-term,ap,olsen,mg/kg,,,,,,,ph,8.0451,8.0378,-0.000908,NA,NA,NA,NA,NA,0.216176,0.988235,1.519828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,li haiyun(2020),2020,NA,36.062,103.694,"helminthosporium tritici-vulgaris, alterNAria solani, fusarium oxysporum, sclerotinias clerotiorum",pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,0.5kg,NA,NA,NA,no,soils,NA,other,sierozem,unknow,rhizosphere,8.28,0.91803,NA,NA,26.310905,1.420136,NA,NA,0.36,-0.443697,NA,NA,42.29,1.626238,86.48,1.936916,11.25,1.051153,129.7,2.11294,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,unknow,alfalfa,medicago sativa,herbaceous plants,45,Short-term,ap,olsen,mg/kg,,,,,,,ph,8.06468,7.90982,-0.019389,NA,NA,NA,NA,NA,0.185294,0.360284,0.664949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,li haiyun(2020),2020,NA,36.062,103.694,"helminthosporium tritici-vulgaris, alterNAria solani, fusarium oxysporum, sclerotinias clerotiorum",pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,0.5kg,NA,NA,NA,no,soils,NA,other,sierozem,unknow,rhizosphere,8.28,0.91803,NA,NA,26.310905,1.420136,NA,NA,0.36,-0.443697,NA,NA,42.29,1.626238,86.48,1.936916,11.25,1.051153,129.7,2.11294,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,unknow,cucumber ,cucumis sativus,herbaceous plants,45,Short-term,ap,olsen,mg/kg,,,,,,,ph,7.94386,7.89358,-0.00635,NA,NA,NA,NA,NA,0.586765,1.51324,0.947384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,bi yinli(2018),2018,loess plateau in northern shaanxi and the mu us desert.,37.458333,107.333333,funneliformis mosseae,amf,amf,field,amf,no-inoculation,amf inoculum yes,50g/per plant,50g/per plant,field,NA,NA,NA,no,roots,NA,other,sandy,sandy,rhizosphere,7.11857,0.852393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,mine,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,long-stalked almond,amygdalus pedunculata pall.,shrub,365,Medium-term,ap,olsen,mg/kg,2.40741,4,,,,,ph,7.11857,7.06686,-0.007291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,bi yinli(2018),2018,loess plateau in northern shaanxi and the mu us desert.,37.458333,107.333333,rhizophagus intraradices,amf,amf,field,amf,no-inoculation,amf inoculum yes,50g/per plant,50g/per plant,field,NA,NA,NA,no,roots,NA,other,sandy,sandy,rhizosphere,7.11857,0.852393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,mine,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,long-stalked almond,amygdalus pedunculata pall.,shrub,365,Medium-term,ap,olsen,mg/kg,2.40741,3.7037,,,,,ph,7.11857,7.36685,0.034283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,bi yinli(2018),2018,loess plateau in northern shaanxi and the mu us desert.,37.458333,107.333333,"funneliformis mosseae, rhizophagus intraradices",amf,amf,field,amf,no-inoculation,amf inoculum yes,50g/per plant,50g/per plant,field,NA,NA,NA,no,roots,NA,other,sandy,sandy,rhizosphere,7.11857,0.852393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,mine,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,long-stalked almond,amygdalus pedunculata pall.,shrub,365,Medium-term,ap,olsen,mg/kg,2.40741,3.81481,,,,,ph,7.11857,7.23878,0.016746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,"pan, jing(2020)",2020,"n 39°02′38″, e 103°36′36″",39.043889,103.61,glomus mosseae,amf,amf,greenhouse,"amf inoculum(consisted of soil, spores,
hyphae)",sterilized amf inoculum,amf yes,100g/pot,NA,1.3kg,NA,NA,NA,no,soils,farmland,cropland,ustifluvent,unknow,rhizosphere,8.14,0.910624,NA,NA,9.36,0.971276,0.61,-0.21467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.75,1.678973,unsterilization,saline soil,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,russian olive,elaeagnus angustifolia l.,shrub,110,Medium-term,phosphatase,alkaline pme,umol/d/g,7.00692,8.14879,0.150971,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.487805,1.7378,1.270459,NA,0.29052,1.42202,1.588161,NA,0.30581,1.49847,1.589236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,"pan, jing(2020)",2020,"n 39°02′38″, e 103°36′36″",39.043889,103.61,bacillus amyloliquefaciens fzb42,pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,"108cfu/ml, 40ml/pot",NA,1.3kg,NA,NA,NA,no,seeds,farmland,cropland,ustifluvent,unknow,rhizosphere,8.14,0.910624,NA,NA,9.36,0.971276,0.61,-0.21467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.75,1.678973,unsterilization,saline soil,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,russian olive,elaeagnus angustifolia l.,shrub,110,Medium-term,phosphatase,alkaline pme,umol/d/g,7.00692,7.73356,0.098671,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.487805,0.853659,0.559616,NA,0.29052,0.58104,0.693147,NA,0.30581,0.795107,0.955513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,"pan, jing(2020)",2020,"n 39°02′38″, e 103°36′36″",39.043889,103.61,"glomus mosseae, bacillus amyloliquefaciens fzb42",mix,mix,greenhouse,mix inoculum,sterilized amf inoculum+water,mix yes,"100g/pot; 108cfu/ml, 40ml/pot",NA,1.3kg,NA,NA,NA,no,soils+seeds,farmland,cropland,ustifluvent,unknow,rhizosphere,8.14,0.910624,NA,NA,9.36,0.971276,0.61,-0.21467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.75,1.678973,unsterilization,saline soil,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,russian olive,elaeagnus angustifolia l.,shrub,110,Medium-term,phosphatase,alkaline pme,umol/d/g,7.00692,7.83737,0.112005,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.487805,1.15854,0.865,NA,0.29052,0.764526,0.967584,NA,0.30581,1.10092,1.280937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
