study id,publication,pubyear,location,Latitude,Longitude,microbial name,microbial type,inoculant type,experimental type,inoculum in tr,inoculum in ck,inoculum,inoculation amount,inoculation amount,soil weight,fiNAl inoculation amount,log10,unit,inoculant quantity ,inoculation location,soil use type,soil origin,soil type,sandy or not sandy,extraction part,soil ph,log10ph,soil tc,log10tc,soil soc,log10soc,tn,log10tn,tp,log10tp,organic p,log10op,tk,log10tk,an,log10an,ap,log10ap,ak,log10ak,sterilization,application background,stress,specific background,rate,fertilizer,fertilizer type,supply rate,NAtive,plant,plant latin,plant type,experimental duration,experimental.periods,variable
23.000000 ,"zhang, huanshi(2011)",2011.000000 ,32°30′ n and 118°42′ e,32.500000 ,118.700000 ,glomus mosseae,amf,amf,greenhouse,"amf inoculum(consisted of soil, spores,
hyphae)",sterilized amf inoculum,amf yes,"1256 spores/100g soil, 10g/pot",NA,0.9kg,140.000000 ,2.146128 ,spores/kg soil,yes,soils,mix of soil and sand,other,NA,sandy,bulk,7.946080 ,0.900153 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,stress,salt,300.000000 ,no fertilizer,NA,NA,no NAtive,kostelelzkya virginica,kostelelzkya virginica,herbaceous plants,90.000000 ,Short-term,ap
23.000000 ,"zhang, huanshi(2011)",2011.000000 ,32°30′ n and 118°42′ e,32.500000 ,118.700000 ,glomus aggregatum,amf,amf,greenhouse,"amf inoculum(consisted of soil, spores,
hyphae)",sterilized amf inoculum,amf yes,"1256 spores/100g soil, 10g/pot",NA,0.9kg,140.000000 ,2.146128 ,spores/kg soil,yes,soils,mix of soil and sand,other,NA,sandy,bulk,7.946080 ,0.900153 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,stress,salt,300.000000 ,no fertilizer,NA,NA,no NAtive,kostelelzkya virginica,kostelelzkya virginica,herbaceous plants,90.000000 ,Short-term,ap
23.000000 ,"zhang, huanshi(2011)",2011.000000 ,32°30′ n and 118°42′ e,32.500000 ,118.700000 ,mortierella sp.,psf,fungi,greenhouse,fungal suspension,sterilized fungal suspension,fungi yes,1.3*105 cfu/ml,NA,0.9kg,14444445.000000 ,7.159701 ,cfu/kg soil,yes,soils,mix of soil and sand,other,NA,sandy,bulk,7.946080 ,0.900153 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,stress,salt,300.000000 ,no fertilizer,NA,NA,no NAtive,kostelelzkya virginica,kostelelzkya virginica,herbaceous plants,90.000000 ,Short-term,ap
23.000000 ,"zhang, huanshi(2011)",2011.000000 ,32°30′ n and 118°42′ e,32.500000 ,118.700000 ,"glomus mosseae, glomus aggregatum",amf,amf,greenhouse,amf inoculum,sterilized amf inoculum ,amf yes,"1256 spores/100g soil, 10g/pot",NA,0.9kg,140.000000 ,2.146128 ,spores/kg soil,yes,soils,mix of soil and sand,other,NA,sandy,bulk,7.946080 ,0.900153 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,stress,salt,300.000000 ,no fertilizer,NA,NA,no NAtive,kostelelzkya virginica,kostelelzkya virginica,herbaceous plants,90.000000 ,Short-term,ap
23.000000 ,"zhang, huanshi(2011)",2011.000000 ,32°30′ n and 118°42′ e,32.500000 ,118.700000 ,"glomus mosseae, mortierella sp.",mix,mix,greenhouse,mix inoculum,sterilized mix inoculum ,mix yes,NA,NA,0.9kg,NA,NA,NA,no,soils,mix of soil and sand,other,NA,sandy,bulk,7.946080 ,0.900153 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,stress,salt,300.000000 ,no fertilizer,NA,NA,no NAtive,kostelelzkya virginica,kostelelzkya virginica,herbaceous plants,90.000000 ,Short-term,ap
23.000000 ,"zhang, huanshi(2011)",2011.000000 ,32°30′ n and 118°42′ e,32.500000 ,118.700000 ,"glomus aggregatum, mortierella sp.",mix,mix,greenhouse,mix inoculum,sterilized mix inoculum ,mix yes,NA,NA,0.9kg,NA,NA,NA,no,soils,mix of soil and sand,other,NA,sandy,bulk,7.946080 ,0.900153 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,stress,salt,300.000000 ,no fertilizer,NA,NA,no NAtive,kostelelzkya virginica,kostelelzkya virginica,herbaceous plants,90.000000 ,Short-term,ap
23.000000 ,"zhang, huanshi(2011)",2011.000000 ,32°30′ n and 118°42′ e,32.500000 ,118.700000 ,"glomus mosseae, glomus aggregatum, mortierella sp.",mix,mix,greenhouse,mix inoculum,sterilized mix inoculum ,mix yes,NA,NA,0.9kg,NA,NA,NA,no,soils,mix of soil and sand,other,NA,sandy,bulk,7.946080 ,0.900153 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,stress,salt,300.000000 ,no fertilizer,NA,NA,no NAtive,kostelelzkya virginica,kostelelzkya virginica,herbaceous plants,90.000000 ,Short-term,ap
24.000000 ,"turan, metin(2012)",2012.000000 ,29°55’ n and 41°16’ e,29.916667 ,41.266667 ,bacillus subtilis osu-142,pgpr,bacteria,field,bacterial medium,none,bacteria yes,"108cfu/ml, 430seeds/m2",NA,field,NA,NA,NA,no,seeds,farmland,cropland,aridisol,not sandy,rhizosphere,7.300000 ,0.863323 ,NA,NA,16.241299 ,1.210621 ,0.860000 ,(0.065502),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,wheat,"triticum aestivum spp.
vulgare cv. kirik",crop,730.000000 ,Long-term,ap
24.000000 ,"turan, metin(2012)",2012.000000 ,29°55’ n and 41°16’ e,29.916667 ,41.266667 ,bacillus megaterium m3,pgpr,bacteria,field,bacterial medium,none,bacteria yes,"108cfu/ml, 430seeds/m2",NA,field,NA,NA,NA,no,seeds,farmland,cropland,aridisol,not sandy,rhizosphere,7.300000 ,0.863323 ,NA,NA,16.241299 ,1.210621 ,0.860000 ,(0.065502),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,wheat,"triticum aestivum spp.
vulgare cv. kirik",crop,730.000000 ,Long-term,ap
24.000000 ,"turan, metin(2012)",2012.000000 ,29°55’ n and 41°16’ e,29.916667 ,41.266667 ,azospirillum brasilense sp245,pgpr,bacteria,field,bacterial medium,none,bacteria yes,"108cfu/ml, 430seeds/m2",NA,field,NA,NA,NA,no,seeds,farmland,cropland,aridisol,not sandy,rhizosphere,7.300000 ,0.863323 ,NA,NA,16.241299 ,1.210621 ,0.860000 ,(0.065502),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,wheat,"triticum aestivum spp.
vulgare cv. kirik",crop,730.000000 ,Long-term,ap
24.000000 ,"turan, metin(2012)",2012.000000 ,29°55’ n and 41°16’ e,29.916667 ,41.266667 ,"bacillus subtilis osu-142, bacillus megaterium m3, azospirillum brasilense sp245",pgpr,bacteria,field,bacteril suspension,none,bacteria yes,"108cfu/ml, 430seeds/m2",NA,field,NA,NA,NA,no,seeds,farmland,cropland,aridisol,not sandy,rhizosphere,7.300000 ,0.863323 ,NA,NA,16.241299 ,1.210621 ,0.860000 ,(0.065502),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,wheat,"triticum aestivum spp.
vulgare cv. kirik",crop,730.000000 ,Long-term,ap
24.000000 ,"turan, metin(2012)",2012.000000 ,29°55’ n and 41°16’ e,29.916667 ,41.266667 ,"bacillus megater-
ium rc07",pgpr,bacteria,field,bacterial medium,none,bacteria yes,"108cfu/ml, 430seeds/m2",NA,field,NA,NA,NA,no,seeds,farmland,cropland,aridisol,not sandy,rhizosphere,7.300000 ,0.863323 ,NA,NA,16.241299 ,1.210621 ,0.860000 ,(0.065502),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,wheat,"triticum aestivum spp.
vulgare cv. kirik",crop,730.000000 ,Long-term,ap
24.000000 ,"turan, metin(2012)",2012.000000 ,29°55’ n and 41°16’ e,29.916667 ,41.266667 ,paenibacillus polymyxa rc05,pgpr,bacteria,field,bacterial medium,none,bacteria yes,"108cfu/ml, 430seeds/m2",NA,field,NA,NA,NA,no,seeds,farmland,cropland,aridisol,not sandy,rhizosphere,7.300000 ,0.863323 ,NA,NA,16.241299 ,1.210621 ,0.860000 ,(0.065502),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,wheat,"triticum aestivum spp.
vulgare cv. kirik",crop,730.000000 ,Long-term,ap
24.000000 ,"turan, metin(2012)",2012.000000 ,29°55’ n and 41°16’ e,29.916667 ,41.266667 ,bacillus subtilis osu-142,pgpr,bacteria,field,bacterial medium,none,bacteria yes,"108cfu/ml, 430seeds/m2",NA,field,NA,NA,NA,no,seeds,farmland,cropland,aridisol,not sandy,rhizosphere,7.300000 ,0.863323 ,NA,NA,16.241299 ,1.210621 ,0.860000 ,(0.065502),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,wheat,"triticum aestivum spp.
vulgare cv. kirik",crop,730.000000 ,Long-term,ap
24.000000 ,"turan, metin(2012)",2012.000000 ,29°55’ n and 41°16’ e,29.916667 ,41.266667 ,bacillus megaterium m3,pgpr,bacteria,field,bacterial medium,none,bacteria yes,"108cfu/ml, 430seeds/m2",NA,field,NA,NA,NA,no,seeds,farmland,cropland,aridisol,not sandy,rhizosphere,7.300000 ,0.863323 ,NA,NA,16.241299 ,1.210621 ,0.860000 ,(0.065502),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,wheat,"triticum aestivum spp.
vulgare cv. kirik",crop,730.000000 ,Long-term,ap
24.000000 ,"turan, metin(2012)",2012.000000 ,29°55’ n and 41°16’ e,29.916667 ,41.266667 ,azospirillum brasilense sp245,pgpr,bacteria,field,bacterial medium,none,bacteria yes,"108cfu/ml, 430seeds/m2",NA,field,NA,NA,NA,no,seeds,farmland,cropland,aridisol,not sandy,rhizosphere,7.300000 ,0.863323 ,NA,NA,16.241299 ,1.210621 ,0.860000 ,(0.065502),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,wheat,"triticum aestivum spp.
vulgare cv. kirik",crop,730.000000 ,Long-term,ap
24.000000 ,"turan, metin(2012)",2012.000000 ,29°55’ n and 41°16’ e,29.916667 ,41.266667 ,"bacillus subtilis osu-142, bacillus megaterium m3, azospirillum brasilense sp245",pgpr,bacteria,field,bacteril suspension,none,bacteria yes,"108cfu/ml, 430seeds/m2",NA,field,NA,NA,NA,no,seeds,farmland,cropland,aridisol,not sandy,rhizosphere,7.300000 ,0.863323 ,NA,NA,16.241299 ,1.210621 ,0.860000 ,(0.065502),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,wheat,"triticum aestivum spp.
vulgare cv. kirik",crop,730.000000 ,Long-term,ap
24.000000 ,"turan, metin(2012)",2012.000000 ,29°55’ n and 41°16’ e,29.916667 ,41.266667 ,"bacillus megater-
ium rc07",pgpr,bacteria,field,bacterial medium,none,bacteria yes,"108cfu/ml, 430seeds/m2",NA,field,NA,NA,NA,no,seeds,farmland,cropland,aridisol,not sandy,rhizosphere,7.300000 ,0.863323 ,NA,NA,16.241299 ,1.210621 ,0.860000 ,(0.065502),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,wheat,"triticum aestivum spp.
vulgare cv. kirik",crop,730.000000 ,Long-term,ap
24.000000 ,"turan, metin(2012)",2012.000000 ,29°55’ n and 41°16’ e,29.916667 ,41.266667 ,paenibacillus polymyxa rc05,pgpr,bacteria,field,bacterial medium,none,bacteria yes,"108cfu/ml, 430seeds/m2",NA,field,NA,NA,NA,no,seeds,farmland,cropland,aridisol,not sandy,rhizosphere,7.300000 ,0.863323 ,NA,NA,16.241299 ,1.210621 ,0.860000 ,(0.065502),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,wheat,"triticum aestivum spp.
vulgare cv. kirik",crop,730.000000 ,Long-term,ap
26.000000 ,"garcia, c.(2000)",2000.000000 ,murcia,37.986110 ,−1.13028,"pisolithus arhizus (pers. i.) rauschert (= p. tinctorius
(pers.) coker and couch)",ecm,fungi,field,fungal medium,none,fungal medium yes,NA,NA,field,NA,NA,NA,no,soils,forest,forest,haplocalcid,unknow,bulk,4.880000 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,unknow,pinus halepensis miller,pinus halepensis miller,tree,1095.000000 ,Long-term,ap
26.000000 ,"garcia, c.(2000)",2000.000000 ,murcia,37.986110 ,−1.13028,"pisolithus arhizus (pers. i.) rauschert (= p. tinctorius
(pers.) coker and couch)",ecm,fungi,field,fungal medium,none,fungal medium yes,NA,NA,field,NA,NA,NA,no,soils,forest,forest,haplocalcid,unknow,bulk,4.820000 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,unknow,pinus halepensis miller,pinus halepensis miller,tree,1095.000000 ,Long-term,ap
26.000000 ,"garcia, c.(2000)",2000.000000 ,murcia,37.986110 ,−1.13028,"pisolithus arhizus (pers. i.) rauschert (= p. tinctorius
(pers.) coker and couch)",ecm,fungi,field,fungal medium,none,fungal medium yes,NA,NA,field,NA,NA,NA,no,soils,forest,forest,haplocalcid,unknow,bulk,7.200000 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,organic substrate,NA,unknow,pinus halepensis miller,pinus halepensis miller,tree,1095.000000 ,Long-term,ap
26.000000 ,"garcia, c.(2000)",2000.000000 ,murcia,37.986110 ,−1.13028,"pisolithus arhizus (pers. i.) rauschert (= p. tinctorius
(pers.) coker and couch)",ecm,fungi,field,fungal medium,none,fungal medium yes,NA,NA,field,NA,NA,NA,no,soils,forest,forest,haplocalcid,unknow,bulk,7.200000 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,organic substrate,NA,unknow,pinus halepensis miller,pinus halepensis miller,tree,1095.000000 ,Long-term,ap
29.000000 ,"ishaq, lily f.(2023)",2023.000000 ,nusacendaNA university,10.165700 ,123.604300 ,rhizobium japonicum,pgpr,bacteria,greenhouse,bacterial suspension,none,bacteria yes,NA,NA,10kg,NA,NA,NA,no,seeds,unkonw,other,NA,unknow,bulk,7.970000 ,0.901458 ,NA,NA,0.036400 ,(1.438899),5.800000 ,0.763428 ,NA,NA,NA,NA,NA,NA,NA,NA,35.250000 ,1.547159 ,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,soybean,wilis variety,herbaceous plants,110.000000 ,Medium-term,ap
29.000000 ,"ishaq, lily f.(2023)",2023.000000 ,nusacendaNA university,10.165700 ,123.604300 ,commercial mycorrhizae (mycogrow),amf,amf,greenhouse,"amf inoculum(consisted of soil, spores,
hyphae)",none,amf inoculum yes,NA,NA,10kg,NA,NA,NA,no,soils,unkonw,other,NA,unknow,bulk,7.970000 ,0.901458 ,NA,NA,0.036400 ,(1.438899),5.800000 ,0.763428 ,NA,NA,NA,NA,NA,NA,NA,NA,35.250000 ,1.547159 ,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,soybean,wilis variety,herbaceous plants,110.000000 ,Medium-term,ap
29.000000 ,"ishaq, lily f.(2023)",2023.000000 ,nusacendaNA university,10.165700 ,123.604300 ,"rhizobium japonicum, commercial mycorrhizae (mycogrow)",amf,amf,greenhouse,amf inoculum,none,amf inoculum yes,NA,NA,10kg,NA,NA,NA,no,soils+seeds,unkonw,other,NA,unknow,bulk,7.970000 ,0.901458 ,NA,NA,0.036400 ,(1.438899),5.800000 ,0.763428 ,NA,NA,NA,NA,NA,NA,NA,NA,35.250000 ,1.547159 ,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,soybean,wilis variety,herbaceous plants,110.000000 ,Medium-term,ap
33.000000 ,"singh, h. p.(1993)",1993.000000 ,india,29.022000 ,79.487000 ,vesicular-arbuscular mycorrhizal,amf,amf,greenhouse,amf inoculum(consisted of infected root segments),sterilized amf inoculum,amf yes,NA,NA,4.140000 ,NA,NA,NA,no,soils,NA,other,sandy loam,sandy,bulk,6.200000 ,0.792392 ,NA,NA,0.011200 ,(1.950782),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.000000 ,1.431364 ,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,unknow,soybean,"glycine max, l,glycine max, l,
merr",herbaceous plants,NA,NA,ap
34.000000 ,"perea rojas, yamel del carmen(2019)",2019.000000 ,"(lat: 19°30/041.09//n, long:96°56/25.93//w)",19.511414 ,−96.940536,arbuscular mycorrhizal fungi,amf,amf,greenhouse,amf inoculum,none,amf inoculum yes,"60 spores/g, 10g/pot",NA,0.400000 ,1500.000000 ,3.176091 ,spores/kg soil,yes,soils,mix of soil and perlite,other,NA,unknow,rhizosphere,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,NAtive,coffee plants,coffea arabica l.,shrub,240.000000 ,Medium-term,ap
34.000000 ,"perea rojas, yamel del carmen(2019)",2019.000000 ,"(lat: 19°30/041.09//n, long:96°56/25.93//w)",19.511414 ,−96.940536,penicillium brevicompactum,psf,fungi,greenhouse,fungal suspension,none,fungi yes,NA,NA,0.400000 ,NA,NA,NA,no,soils,mix of soil and perlite,other,NA,unknow,rhizosphere,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,NAtive,coffee plants,coffea arabica l.,shrub,240.000000 ,Medium-term,ap
34.000000 ,"perea rojas, yamel del carmen(2019)",2019.000000 ,"(lat: 19°30/041.09//n, long:96°56/25.93//w)",19.511414 ,−96.940536,"penicillium brevicompactum, arbuscular mycorrhizal fungi",mix,mix,greenhouse,mix inoculum,none,mix yes,NA,NA,0.400000 ,NA,NA,NA,no,soils,mix of soil and perlite,other,NA,unknow,rhizosphere,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,NAtive,coffee plants,coffea arabica l.,shrub,240.000000 ,Medium-term,ap
34.000000 ,"perea rojas, yamel del carmen(2019)",2019.000000 ,"(lat: 19°30/041.09//n, long:96°56/25.93//w)",19.511414 ,−96.940536,aspergillus niger,psf,fungi,greenhouse,fungal suspension,none,fungi yes,NA,NA,0.400000 ,NA,NA,NA,no,soils,mix of soil and perlite,other,NA,unknow,rhizosphere,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,NAtive,coffee plants,coffea arabica l.,shrub,240.000000 ,Medium-term,ap
34.000000 ,"perea rojas, yamel del carmen(2019)",2019.000000 ,"(lat: 19°30/041.09//n, long:96°56/25.93//w)",19.511414 ,−96.940536,"aspergillus niger, arbuscular mycorrhizal fungi",mix,mix,greenhouse,mix inoculum,none,mix yes,NA,NA,0.400000 ,NA,NA,NA,no,soils,mix of soil and perlite,other,NA,unknow,rhizosphere,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,NAtive,coffee plants,coffea arabica l.,shrub,240.000000 ,Medium-term,ap
34.000000 ,"perea rojas, yamel del carmen(2019)",2019.000000 ,"(lat: 19°30/041.09//n, long:96°56/25.93//w)",19.511414 ,−96.940536,"penicillium brevicompactum, aspergillus niger",fungi,fungi,greenhouse,fungi spores,none,fungi yes,NA,NA,0.400000 ,NA,NA,NA,no,soils,mix of soil and perlite,other,NA,unknow,rhizosphere,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,NAtive,coffee plants,coffea arabica l.,shrub,240.000000 ,Medium-term,ap
34.000000 ,"perea rojas, yamel del carmen(2019)",2019.000000 ,"(lat: 19°30/041.09//n, long:96°56/25.93//w)",19.511414 ,−96.940536,"penicillium brevicompactum, aspergillus niger, arbuscular mycorrhizal fungi",mix,mix,greenhouse,mix inoculum,none,mix yes,NA,NA,0.400000 ,NA,NA,NA,no,soils,mix of soil and perlite,other,NA,unknow,rhizosphere,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,NAtive,coffee plants,coffea arabica l.,shrub,240.000000 ,Medium-term,ap
35.000000 ,"bi, yinli(2019)",2019.000000 ,beijing,39.904200 ,116.407400 ,funneliformis mosseae,amf,amf,greenhouse,"amf inoculum(consisted of soil, spores,
hyphae)",none,amf inoculum yes,NA,NA,NA,NA,NA,NA,no,soils,"mix of river sand soil, coal ash and gangue",other,NA,sandy,rhizosphere,7.460000 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,alfalfa,medicago sativa l.,herbaceous plants,60.000000 ,Short-term,ap
37.000000 ,"qin, yongqiang(2022)",2022.000000 ,"23◦9′30′′ n, 113◦21′37′′e",23.158333 ,113.360278 ,rhizophagus irregularis daom 197198,amf,amf,greenhouse,amf inoculum( consisted of soil colonized root fragments),none,amf inoculum yes,NA,NA,0.900000 ,NA,NA,NA,no,soils,plantation,plantation,NA,unknow,rhizosphere,4.430000 ,0.646404 ,NA,NA,19.141531 ,1.281977 ,1.660000 ,0.220108 ,0.460000 ,(0.337242),NA,NA,NA,NA,NA,NA,NA,NA,98.300000 ,1.992554 ,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,stylo,stylosanthes guianensis,herbaceous plants,70.000000 ,Short-term,ap
37.000000 ,"qin, yongqiang(2022)",2022.000000 ,"23◦9′30′′ n, 113◦21′37′′e",23.158333 ,113.360278 ,rhizophagus irregularis daom 197198,amf,amf,greenhouse,amf inoculum( consisted of soil colonized root fragments),none,amf inoculum yes,NA,NA,0.900000 ,NA,NA,NA,no,soils,plantation,plantation,NA,unknow,bulk,4.430000 ,0.646404 ,NA,NA,19.141531 ,1.281977 ,1.660000 ,0.220108 ,0.460000 ,(0.337242),NA,NA,NA,NA,NA,NA,NA,NA,98.300000 ,1.992554 ,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,stylo,stylosanthes guianensis,herbaceous plants,70.000000 ,Short-term,ap
37.000000 ,"qin, yongqiang(2022)",2022.000000 ,"23◦9′30′′ n, 113◦21′37′′e",23.158333 ,113.360278 ,rhizophagus irregularis daom 197198,amf,amf,greenhouse,amf inoculum( consisted of soil colonized root fragments),none,amf inoculum yes,NA,NA,0.900000 ,NA,NA,NA,no,soils,plantation,plantation,NA,unknow,rhizosphere,4.430000 ,0.646404 ,NA,NA,19.141531 ,1.281977 ,1.660000 ,0.220108 ,0.460000 ,(0.337242),NA,NA,NA,NA,NA,NA,NA,NA,98.300000 ,1.992554 ,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,bahiagrass,paspalum notatum,herbaceous plants,70.000000 ,Short-term,ap
37.000000 ,"qin, yongqiang(2022)",2022.000000 ,"23◦9′30′′ n, 113◦21′37′′e",23.158333 ,113.360278 ,rhizophagus irregularis daom 197198,amf,amf,greenhouse,amf inoculum( consisted of soil colonized root fragments),none,amf inoculum yes,NA,NA,0.900000 ,NA,NA,NA,no,soils,plantation,plantation,NA,unknow,bulk,4.430000 ,0.646404 ,NA,NA,19.141531 ,1.281977 ,1.660000 ,0.220108 ,0.460000 ,(0.337242),NA,NA,NA,NA,NA,NA,NA,NA,98.300000 ,1.992554 ,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,bahiagrass,paspalum notatum,herbaceous plants,70.000000 ,Short-term,ap
39.000000 ,"tarafdar, j. c.(1995)",1995.000000 ,NA,48.705600 ,9.210400 ,glomus mossece,amf,amf,greenhouse,amf spores,none,amf yes,NA,NA,0.500000 ,NA,NA,NA,no,soils,NA,other,cambisol,unknow,bulk,6.900000 ,0.838849 ,NA,NA,2.204176 ,0.343246 ,NA,NA,1.070000 ,0.029384 ,530.000000 ,2.724276 ,NA,NA,NA,NA,14.900000 ,1.173186 ,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,unknow,white clover,var.huia,herbaceous plants,50.000000 ,Short-term,ap
39.000000 ,"tarafdar, j. c.(1995)",1995.000000 ,NA,48.705600 ,9.210400 ,glomus mossece,amf,amf,greenhouse,amf spores,none,amf yes,NA,NA,0.500000 ,NA,NA,NA,no,soils,NA,other,"psammentic
paleustalf",unknow,bulk,5.900000 ,0.770852 ,NA,NA,0.232019 ,(0.634477),NA,NA,0.137000 ,(0.863279),22.500000 ,1.352183 ,NA,NA,NA,NA,7.800000 ,0.892095 ,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,unknow,white clover,var.huia,herbaceous plants,50.000000 ,Short-term,ap
40.000000 ,"zhang, huan shi(2014)",2014.000000 ,NAnjing,32.060300 ,118.796900 ,"glomus mosseae (nicol. and gerd.), mortierella sp.",mix,mix,greenhouse,"amf inoculum(consisted of soil, spores,
hyphae)",sterilized amf inoculum,mix yes,NA,NA,unknow,NA,NA,NA,no,soils,mix of soil and vermiculite,other,NA,unknow,rhizosphere,7.712470 ,0.887193 ,NA,NA,0.006539 ,(2.184498),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,chinese castor bean,(var. ‘‘zi bi’’,herbaceous plants,60.000000 ,Short-term,ap
