study_id,publication,pubyear,location,latitude,longitude,microbial_name,microbial_type,inoculant_type,experimental_type,inoculum_in_tr,inoculum_in_ck,inoculum,inoculation_amount_14,inoculation_amount_15,soil_weight,fi_n_al_inoculation_amount,log10,unit,inoculant_quantity,inoculation_location,soil_use_type,soil_origin,soil_type,sandy_or_not_sandy,extraction_part,soil_ph,log10ph,soil_tc,log10tc,soil_soc,log10soc,tn,log10tn,tp,log10tp,organic_p,log10op,tk,log10tk,an,log10an,ap,log10ap,ak,log10ak,sterilization,application_background,stress,specific_background,rate,fertilizer,fertilizer_type,supply_rate,n_ative,plant,plant_latin,plant_type,experimental_duration,experimental_periods,variable,source_table
334,"hu, junli(2009)",2009,"(35	000n, 114	240e)",35.000000,114.400000,glomus caledonium (nicol. & gerd.) trappe & gerdemann 90036,amf,amf,field,amf inoculum( consisted of soil colonized root fragments),sterilized amf inoculum,amf yes,NA,NA,NA,NA,NA,NA,no,soils,NA,other,NA,unknow,bulk,8.6,0.934498,NA,NA,4.5,0.653213,0.45,(0.346787),0.5,(0.301030),NA,NA,18.6,1.269513,9.51,0.978181,NA,NA,78.8,1.896526,unsterilization,NA,no stress,NA,NA,fertilizer,organic amendment,NA,NAtive,maize,NA,crop,107,Medium-term,ap,table1
335,"schoebitz, mauricio(2014)",2014,"lat. 38° 12′ n, long. 1°
13′ w",38.200000,−1.216667,"azospirillum brasilense, pantoea dispersa",bacteria,bacteria,field,bacterial medium,sterilized bacterial medium,bacteria yes,"1*109cfu/g, 30g/plant",NA,NA,30000000000,10.477121,cfu/plant,yes,soils,NA,other,NA,unknow,rhizosphere,8.8,0.944483,98.5,1.993436,10.614849,1.025914,1.62,0.209515,NA,NA,NA,NA,NA,NA,NA,NA,4.85,0.685742,350.1,2.544192,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,NA,cistus albidus l.,shrub,480,Long-term,ap,table1
335,"schoebitz, mauricio(2014)",2014,"lat. 38° 12′ n, long. 1°
13′ w",38.200000,−1.216667,"azospirillum brasilense, pantoea dispersa",bacteria,bacteria,field,bacterial medium,sterilized bacterial medium,bacteria yes,"1*109cfu/g, 30g/plant",NA,NA,30000000000,10.477121,cfu/plant,yes,soils,NA,other,NA,unknow,bulk,8.8,0.944483,98.5,1.993436,10.614849,1.025914,1.62,0.209515,NA,NA,NA,NA,NA,NA,NA,NA,4.85,0.685742,350.1,2.544192,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,NA,cistus albidus l.,shrub,480,Long-term,ap,table1
335,"schoebitz, mauricio(2014)",2014,"lat. 38° 12′ n, long. 1°
13′ w",38.200000,−1.216667,"azospirillum brasilense, pantoea dispersa",bacteria,bacteria,field,bacterial medium,sterilized bacterial medium,bacteria yes,"1*109cfu/g, 30g/plant",NA,NA,30000000000,10.477121,cfu/plant,yes,soils,NA,other,NA,unknow,rhizosphere,8.8,0.944483,98.5,1.993436,10.614849,1.025914,1.62,0.209515,NA,NA,NA,NA,NA,NA,NA,NA,4.85,0.685742,350.1,2.544192,unsterilization,NA,no stress,NA,NA,fertilizer,organic residue,NA,no NAtive,NA,cistus albidus l.,shrub,480,Long-term,ap,table1
335,"schoebitz, mauricio(2014)",2014,"lat. 38° 12′ n, long. 1°
13′ w",38.200000,−1.216667,"azospirillum brasilense, pantoea dispersa",bacteria,bacteria,field,bacterial medium,sterilized bacterial medium,bacteria yes,"1*109cfu/g, 30g/plant",NA,NA,30000000000,10.477121,cfu/plant,yes,soils,NA,other,NA,unknow,bulk,8.8,0.944483,98.5,1.993436,10.614849,1.025914,1.62,0.209515,NA,NA,NA,NA,NA,NA,NA,NA,4.85,0.685742,350.1,2.544192,unsterilization,NA,no stress,NA,NA,fertilizer,organic residue,NA,no NAtive,NA,cistus albidus l.,shrub,480,Long-term,ap,table1
336,"shahzad, sher muhammad(2014)",2014,"latitude 31° 25′ n, longitude 73° 5′ e",31.416667,73.083333,m. ciceri,bacteria,bacteria,field,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,seeds,farmland,cropland,NA,not sandy,bulk,7.4,0.869232,NA,NA,3.6,0.556303,NA,NA,NA,NA,NA,NA,NA,NA,340,2.531479,8.3,0.919078,136,2.133539,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,chickpea,NA,herbaceous plants,NA,NA,ap,table1
336,"shahzad, sher muhammad(2014)",2014,"latitude 31° 25′ n, longitude 73° 5′ e",31.416667,73.083333,s. marcescens (sf3),bacteria,bacteria,field,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,seeds,farmland,cropland,NA,not sandy,bulk,7.4,0.869232,NA,NA,3.6,0.556303,NA,NA,NA,NA,NA,NA,NA,NA,340,2.531479,8.3,0.919078,136,2.133539,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,chickpea,NA,herbaceous plants,NA,NA,ap,table1
336,"shahzad, sher muhammad(2014)",2014,"latitude 31° 25′ n, longitude 73° 5′ e",31.416667,73.083333,serratia spp. (st9),bacteria,bacteria,field,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,seeds,farmland,cropland,NA,not sandy,bulk,7.4,0.869232,NA,NA,3.6,0.556303,NA,NA,NA,NA,NA,NA,NA,NA,340,2.531479,8.3,0.919078,136,2.133539,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,chickpea,NA,herbaceous plants,NA,NA,ap,table1
336,"shahzad, sher muhammad(2014)",2014,"latitude 31° 25′ n, longitude 73° 5′ e",31.416667,73.083333,m. ciceri+sf3,bacteria,bacteria,field,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,seeds,farmland,cropland,NA,not sandy,bulk,7.4,0.869232,NA,NA,3.6,0.556303,NA,NA,NA,NA,NA,NA,NA,NA,340,2.531479,8.3,0.919078,136,2.133539,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,chickpea,NA,herbaceous plants,NA,NA,ap,table1
336,"shahzad, sher muhammad(2014)",2014,"latitude 31° 25′ n, longitude 73° 5′ e",31.416667,73.083333,m. ciceri + st9,bacteria,bacteria,field,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,seeds,farmland,cropland,NA,not sandy,bulk,7.4,0.869232,NA,NA,3.6,0.556303,NA,NA,NA,NA,NA,NA,NA,NA,340,2.531479,8.3,0.919078,136,2.133539,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,chickpea,NA,herbaceous plants,NA,NA,ap,table1
336,"shahzad, sher muhammad(2014)",2014,"latitude 31° 25′ n, longitude 73° 5′ e",31.416667,73.083333,m. ciceri,bacteria,bacteria,field,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,seeds,farmland,cropland,NA,not sandy,bulk,7.4,0.869232,NA,NA,3.6,0.556303,NA,NA,NA,NA,NA,NA,NA,NA,340,2.531479,8.3,0.919078,136,2.133539,unsterilization,NA,no stress,NA,NA,fertilizer,p-enriched compost,NA,no NAtive,chickpea,NA,herbaceous plants,NA,NA,ap,table1
336,"shahzad, sher muhammad(2014)",2014,"latitude 31° 25′ n, longitude 73° 5′ e",31.416667,73.083333,s. marcescens (sf3),bacteria,bacteria,field,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,seeds,farmland,cropland,NA,not sandy,bulk,7.4,0.869232,NA,NA,3.6,0.556303,NA,NA,NA,NA,NA,NA,NA,NA,340,2.531479,8.3,0.919078,136,2.133539,unsterilization,NA,no stress,NA,NA,fertilizer,p-enriched compost,NA,no NAtive,chickpea,NA,herbaceous plants,NA,NA,ap,table1
336,"shahzad, sher muhammad(2014)",2014,"latitude 31° 25′ n, longitude 73° 5′ e",31.416667,73.083333,serratia spp. (st9),bacteria,bacteria,field,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,seeds,farmland,cropland,NA,not sandy,bulk,7.4,0.869232,NA,NA,3.6,0.556303,NA,NA,NA,NA,NA,NA,NA,NA,340,2.531479,8.3,0.919078,136,2.133539,unsterilization,NA,no stress,NA,NA,fertilizer,p-enriched compost,NA,no NAtive,chickpea,NA,herbaceous plants,NA,NA,ap,table1
336,"shahzad, sher muhammad(2014)",2014,"latitude 31° 25′ n, longitude 73° 5′ e",31.416667,73.083333,m. ciceri+sf3,bacteria,bacteria,field,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,seeds,farmland,cropland,NA,not sandy,bulk,7.4,0.869232,NA,NA,3.6,0.556303,NA,NA,NA,NA,NA,NA,NA,NA,340,2.531479,8.3,0.919078,136,2.133539,unsterilization,NA,no stress,NA,NA,fertilizer,p-enriched compost,NA,no NAtive,chickpea,NA,herbaceous plants,NA,NA,ap,table1
336,"shahzad, sher muhammad(2014)",2014,"latitude 31° 25′ n, longitude 73° 5′ e",31.416667,73.083333,m. ciceri + st9,bacteria,bacteria,field,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,seeds,farmland,cropland,NA,not sandy,bulk,7.4,0.869232,NA,NA,3.6,0.556303,NA,NA,NA,NA,NA,NA,NA,NA,340,2.531479,8.3,0.919078,136,2.133539,unsterilization,NA,no stress,NA,NA,fertilizer,p-enriched compost,NA,no NAtive,chickpea,NA,herbaceous plants,NA,NA,ap,table1
336,"shahzad, sher muhammad(2014)",2014,"latitude 31° 25′ n, longitude 73° 5′ e",31.416667,73.083333,m. ciceri,bacteria,bacteria,field,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,seeds,farmland,cropland,NA,sandy,bulk,7.7,0.886491,NA,NA,1.98,0.296665,NA,NA,NA,NA,NA,NA,NA,NA,120,2.079181,7.1,0.851258,136,2.133539,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,chickpea,NA,herbaceous plants,NA,NA,ap,table1
336,"shahzad, sher muhammad(2014)",2014,"latitude 31° 25′ n, longitude 73° 5′ e",31.416667,73.083333,s. marcescens (sf3),bacteria,bacteria,field,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,seeds,farmland,cropland,NA,sandy,bulk,7.7,0.886491,NA,NA,1.98,0.296665,NA,NA,NA,NA,NA,NA,NA,NA,120,2.079181,7.1,0.851258,136,2.133539,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,chickpea,NA,herbaceous plants,NA,NA,ap,table1
336,"shahzad, sher muhammad(2014)",2014,"latitude 31° 25′ n, longitude 73° 5′ e",31.416667,73.083333,serratia spp. (st9),bacteria,bacteria,field,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,seeds,farmland,cropland,NA,sandy,bulk,7.7,0.886491,NA,NA,1.98,0.296665,NA,NA,NA,NA,NA,NA,NA,NA,120,2.079181,7.1,0.851258,136,2.133539,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,chickpea,NA,herbaceous plants,NA,NA,ap,table1
336,"shahzad, sher muhammad(2014)",2014,"latitude 31° 25′ n, longitude 73° 5′ e",31.416667,73.083333,m. ciceri+sf3,bacteria,bacteria,field,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,seeds,farmland,cropland,NA,sandy,bulk,7.7,0.886491,NA,NA,1.98,0.296665,NA,NA,NA,NA,NA,NA,NA,NA,120,2.079181,7.1,0.851258,136,2.133539,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,chickpea,NA,herbaceous plants,NA,NA,ap,table1
336,"shahzad, sher muhammad(2014)",2014,"latitude 31° 25′ n, longitude 73° 5′ e",31.416667,73.083333,m. ciceri + st9,bacteria,bacteria,field,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,seeds,farmland,cropland,NA,sandy,bulk,7.7,0.886491,NA,NA,1.98,0.296665,NA,NA,NA,NA,NA,NA,NA,NA,120,2.079181,7.1,0.851258,136,2.133539,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,chickpea,NA,herbaceous plants,NA,NA,ap,table1
336,"shahzad, sher muhammad(2014)",2014,"latitude 31° 25′ n, longitude 73° 5′ e",31.416667,73.083333,m. ciceri,bacteria,bacteria,field,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,seeds,farmland,cropland,NA,sandy,bulk,7.7,0.886491,NA,NA,1.98,0.296665,NA,NA,NA,NA,NA,NA,NA,NA,120,2.079181,7.1,0.851258,136,2.133539,unsterilization,NA,no stress,NA,NA,fertilizer,p-enriched compost,NA,no NAtive,chickpea,NA,herbaceous plants,NA,NA,ap,table1
336,"shahzad, sher muhammad(2014)",2014,"latitude 31° 25′ n, longitude 73° 5′ e",31.416667,73.083333,s. marcescens (sf3),bacteria,bacteria,field,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,seeds,farmland,cropland,NA,sandy,bulk,7.7,0.886491,NA,NA,1.98,0.296665,NA,NA,NA,NA,NA,NA,NA,NA,120,2.079181,7.1,0.851258,136,2.133539,unsterilization,NA,no stress,NA,NA,fertilizer,p-enriched compost,NA,no NAtive,chickpea,NA,herbaceous plants,NA,NA,ap,table1
336,"shahzad, sher muhammad(2014)",2014,"latitude 31° 25′ n, longitude 73° 5′ e",31.416667,73.083333,serratia spp. (st9),bacteria,bacteria,field,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,seeds,farmland,cropland,NA,sandy,bulk,7.7,0.886491,NA,NA,1.98,0.296665,NA,NA,NA,NA,NA,NA,NA,NA,120,2.079181,7.1,0.851258,136,2.133539,unsterilization,NA,no stress,NA,NA,fertilizer,p-enriched compost,NA,no NAtive,chickpea,NA,herbaceous plants,NA,NA,ap,table1
336,"shahzad, sher muhammad(2014)",2014,"latitude 31° 25′ n, longitude 73° 5′ e",31.416667,73.083333,m. ciceri+sf3,bacteria,bacteria,field,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,seeds,farmland,cropland,NA,sandy,bulk,7.7,0.886491,NA,NA,1.98,0.296665,NA,NA,NA,NA,NA,NA,NA,NA,120,2.079181,7.1,0.851258,136,2.133539,unsterilization,NA,no stress,NA,NA,fertilizer,p-enriched compost,NA,no NAtive,chickpea,NA,herbaceous plants,NA,NA,ap,table1
336,"shahzad, sher muhammad(2014)",2014,"latitude 31° 25′ n, longitude 73° 5′ e",31.416667,73.083333,m. ciceri + st9,bacteria,bacteria,field,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,seeds,farmland,cropland,NA,sandy,bulk,7.7,0.886491,NA,NA,1.98,0.296665,NA,NA,NA,NA,NA,NA,NA,NA,120,2.079181,7.1,0.851258,136,2.133539,unsterilization,NA,no stress,NA,NA,fertilizer,p-enriched compost,NA,no NAtive,chickpea,NA,herbaceous plants,NA,NA,ap,table1
338,"kaur, gurdeep(2013)",2013,"pojewal, punjab, india",31.118000,76.133000,psb-3,bacteria,bacteria,field,bacterial suspension,water,bacteria yes,NA,NA,NA,300000,5.477121,cfu/seed,yes,seeds,farmland,cropland,NA,sandy,rhizosphere,8.4,0.924279,NA,NA,4,0.602060,0.3,(0.522879),0.219,(0.659556),NA,NA,NA,NA,NA,NA,4,0.602060,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,NAtive,maize,NA,crop,120,Medium-term,ap,table1
338,"kaur, gurdeep(2013)",2013,"pojewal, punjab, india",31.118000,76.133000,psb-5,bacteria,bacteria,field,bacterial suspension,water,bacteria yes,NA,NA,NA,300000,5.477121,cfu/seed,yes,seeds,farmland,cropland,NA,sandy,rhizosphere,8.4,0.924279,NA,NA,4,0.602060,0.3,(0.522879),0.219,(0.659556),NA,NA,NA,NA,NA,NA,4,0.602060,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,NAtive,maize,NA,crop,120,Medium-term,ap,table1
342,"singh, himani(2011)",2011,NA,30.354000,76.363000,penicillium oxalicum,fungi,fungi,field,fungal spores,water,fungi yes,"5*107 spores/100g, 100g/plot",NA,NA,NA,NA,NA,no,soils,farmland,cropland,NA,sandy,bulk,8.1,0.908485,NA,NA,0.9,(0.045757),1,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,1.6,0.204120,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,wheat,NA,crop,150,Medium-term,ap,table1
342,"singh, himani(2011)",2011,NA,30.354000,76.363000,penicillium oxalicum,fungi,fungi,field,fungal spores,water,fungi yes,"5*107 spores/100g, 100g/plot",NA,NA,NA,NA,NA,no,soils,farmland,cropland,NA,sandy,bulk,8.1,0.908485,NA,NA,0.9,(0.045757),1,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,1.6,0.204120,NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,rock phosphate,NA,no NAtive,wheat,NA,crop,150,Medium-term,ap,table1
346,"alguacil, m. m.(2008)",2008,"(coordiNAtes: 1	050 w
and 38	100 n)",38.166667,−1.083333,glomus intraradices schenck & smith (eez 1,amf,amf,field,"amf inoculum( consisted of soil colonized root fragments), bacterial suspension",sterilized amf inoculum,amf yes,NA,NA,NA,NA,NA,NA,no,soils,NA,other,NA,unknow,rhizosphere,8.5,0.929419,NA,NA,10.3,1.012837,0.95,(0.022276),NA,NA,NA,NA,NA,NA,NA,NA,7,0.845098,222,2.346353,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,NA,dorycnium pentaphyllum l.,herbaceous plants,365,Medium-term,ap,table1
346,"alguacil, m. m.(2008)",2008,"(coordiNAtes: 1	050 w
and 38	100 n)",38.166667,−1.083333,"glomus deserticola (trappe,bloss. & menge) (eez 45)",amf,amf,field,"amf inoculum( consisted of soil colonized root fragments), bacterial suspension",sterilized amf inoculum,amf yes,NA,NA,NA,NA,NA,NA,no,soils,NA,other,NA,unknow,rhizosphere,8.5,0.929419,NA,NA,10.3,1.012837,0.95,(0.022276),NA,NA,NA,NA,NA,NA,NA,NA,7,0.845098,222,2.346353,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,NA,dorycnium pentaphyllum l.,herbaceous plants,365,Medium-term,ap,table1
346,"alguacil, m. m.(2008)",2008,"(coordiNAtes: 1	050 w
and 38	100 n)",38.166667,−1.083333,glomus mosseae (nicol & gerd.),amf,amf,field,"amf inoculum( consisted of soil colonized root fragments), bacterial suspension",sterilized amf inoculum,amf yes,NA,NA,NA,NA,NA,NA,no,soils,NA,other,NA,unknow,rhizosphere,8.5,0.929419,NA,NA,10.3,1.012837,0.95,(0.022276),NA,NA,NA,NA,NA,NA,NA,NA,7,0.845098,222,2.346353,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,NA,dorycnium pentaphyllum l.,herbaceous plants,365,Medium-term,ap,table1
346,"alguacil, m. m.(2008)",2008,"(coordiNAtes: 1	050 w
and 38	100 n)",38.166667,−1.083333,glomus intraradices schenck & smith (eez 1,amf,amf,field,"amf inoculum( consisted of soil colonized root fragments), bacterial suspension",sterilized amf inoculum,amf yes,NA,NA,NA,NA,NA,NA,no,soils,NA,other,NA,unknow,rhizosphere,8.5,0.929419,NA,NA,10.3,1.012837,0.95,(0.022276),NA,NA,NA,NA,NA,NA,NA,NA,7,0.845098,222,2.346353,unsterilization,NA,no stress,NA,NA,fertilizer,fermented dryoc residue,NA,no NAtive,NA,dorycnium pentaphyllum l.,herbaceous plants,365,Medium-term,ap,table1
346,"alguacil, m. m.(2008)",2008,"(coordiNAtes: 1	050 w
and 38	100 n)",38.166667,−1.083333,"glomus deserticola (trappe,bloss. & menge) (eez 45)",amf,amf,field,"amf inoculum( consisted of soil colonized root fragments), bacterial suspension",sterilized amf inoculum,amf yes,NA,NA,NA,NA,NA,NA,no,soils,NA,other,NA,unknow,rhizosphere,8.5,0.929419,NA,NA,10.3,1.012837,0.95,(0.022276),NA,NA,NA,NA,NA,NA,NA,NA,7,0.845098,222,2.346353,unsterilization,NA,no stress,NA,NA,fertilizer,fermented dryoc residue,NA,no NAtive,NA,dorycnium pentaphyllum l.,herbaceous plants,365,Medium-term,ap,table1
346,"alguacil, m. m.(2008)",2008,"(coordiNAtes: 1	050 w
and 38	100 n)",38.166667,−1.083333,glomus mosseae (nicol & gerd.),amf,amf,field,"amf inoculum( consisted of soil colonized root fragments), bacterial suspension",sterilized amf inoculum,amf yes,NA,NA,NA,NA,NA,NA,no,soils,NA,other,NA,unknow,rhizosphere,8.5,0.929419,NA,NA,10.3,1.012837,0.95,(0.022276),NA,NA,NA,NA,NA,NA,NA,NA,7,0.845098,222,2.346353,unsterilization,NA,no stress,NA,NA,fertilizer,fermented dryoc residue,NA,no NAtive,NA,dorycnium pentaphyllum l.,herbaceous plants,365,Medium-term,ap,table1
350,"fan, siyao(2024)",2024,"yanbiam, jilin,chiNA",42.900000,129.510000,"ochrobactrum sp., lysinibacillus sp",bacteria,bacteria,greenhouse,bacterial suspension,water,bacteria yes,"1*108cfu/ml, 300ml/pot",NA,4.500000,6666666667,9.823909,cfu/kg soil,yes,soils,NA,other,NA,unknow,rhizosphere,5.69,0.755112,NA,NA,69.257541,1.840467,7.46,0.872739,0.54,(0.267606),NA,NA,37.96,1.579326,360.27,2.556628,7.99,0.902547,149.33,2.174147,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,ginseng,NA,herbaceous plants,90,Short-term,ap,table1
350,"fan, siyao(2024)",2024,"yanbiam, jilin,chiNA",42.900000,129.510000,"ochrobactrum sp., lysinibacillus sp",bacteria,bacteria,greenhouse,bacterial suspension,water,bacteria yes,"1*108cfu/ml, 300ml/pot",NA,4.500000,6666666667,9.823909,cfu/kg soil,yes,soils,NA,other,NA,unknow,rhizosphere,5.69,0.755112,NA,NA,69.257541,1.840467,7.46,0.872739,0.54,(0.267606),NA,NA,37.96,1.579326,360.27,2.556628,7.99,0.902547,149.33,2.174147,unsterilization,NA,no stress,NA,NA,fertilizer,spent mushroom substrate,NA,no NAtive,ginseng,NA,herbaceous plants,90,Short-term,ap,table1
352,"cheng, yingying(2025)",2025,"xiema, beibei district, chongqing",29.830000,106.430000,pseudomoNAs taiwanensis cylm001,bacteria,bacteria,greenhouse,bacterial suspension,water,bacteria yes,"1*108cfu/ml, 100ml/pot",NA,30.000000,333333334,8.522879,cfu/kg soil,yes,soils,NA,other,NA,unknow,rhizosphere,5.8,0.763428,NA,NA,5.284223,0.722981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.51,1.021603,43.92,1.642662,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,maize,NA,crop,54,Short-term,ap,table1
352,"cheng, yingying(2025)",2025,"xiema, beibei district, chongqing",29.830000,106.430000,enterobacter cyzm017,bacteria,bacteria,greenhouse,bacterial suspension,water,bacteria yes,"1*108cfu/ml, 100ml/pot",NA,30.000000,333333334,8.522879,cfu/kg soil,yes,soils,NA,other,NA,unknow,rhizosphere,5.8,0.763428,NA,NA,5.284223,0.722981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.51,1.021603,43.92,1.642662,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,maize,NA,crop,54,Short-term,ap,table1
352,"cheng, yingying(2025)",2025,"xiema, beibei district, chongqing",29.830000,106.430000,"pseudomoNAs taiwanensis cylm001, enterobacter cyzm017",bacteria,bacteria,greenhouse,bacterial suspension,water,bacteria yes,"1*108cfu/ml, 100ml/pot",NA,30.000000,333333334,8.522879,cfu/kg soil,yes,soils,NA,other,NA,unknow,rhizosphere,5.8,0.763428,NA,NA,5.284223,0.722981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.51,1.021603,43.92,1.642662,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,maize,NA,crop,54,Short-term,ap,table1
360,"zhao, weisong(2025)",2025,"117◦40′48′′, n 38◦06′00′′",38.100000,117.680000,"bacillus subtilis ncd-2, b. amyloliquefaciens ba-1",bacteria,bacteria,field,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,seeds,farmland,cropland,NA,unknow,rhizosphere,7.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,maize,NA,crop,90,Short-term,ap,table1
360,"zhao, weisong(2025)",2025,"117◦40′48′′, n 38◦06′00′′",38.100000,117.680000,"b. subtilis hmb26553, b. amyloliquefaciens phodg36",bacteria,bacteria,field,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,seeds,farmland,cropland,NA,unknow,rhizosphere,7.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,maize,NA,crop,90,Short-term,ap,table1
360,"zhao, weisong(2025)",2025,"117◦40′48′′, n 38◦06′00′′",38.100000,117.680000,"b.subtilis whn-121, b. amyloliquefaciens g35",bacteria,bacteria,field,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,seeds,farmland,cropland,NA,unknow,rhizosphere,7.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,maize,NA,crop,90,Short-term,ap,table1
360,"zhao, weisong(2025)",2025,"117◦40′48′′, n 38◦06′00′′",38.100000,117.680000,b. velezensis,bacteria,bacteria,field,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,seeds,farmland,cropland,NA,unknow,rhizosphere,7.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,maize,NA,crop,90,Short-term,ap,table1
369,"nie, hui(2025)",2025,"31°7′ n, 119°12′ e",31.116667,119.200000,bacillus thuringiensis nl-11,bacteria,bacteria,greenhouse,bacterial suspension,water,bacteria yes,"1*108cfu/ml, 60ml/pot",NA,5.000000,1200000000,9.079181,cfu/kg soil,yes,soils,NA,forest,NA,not sandy,rhizosphere,5.29,0.723456,6,0.778151,NA,NA,3e-4,(3.522879),0.44,(0.356547),NA,NA,NA,NA,NA,NA,2.31,0.363612,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,alfalfa,NA,crop,75,Short-term,ap,table1
370,"li, chong(2023)",2023,32◦747 n and 119◦1315 e,31.748889,118.543333,bacillus thuringiensis nl-11,bacteria,bacteria,greenhouse,bacterial suspension,water,bacteria yes,"1*108cfu/ml, 10ml/pot",NA,0.800000,1250000000,9.096910,cfu/kg soil,yes,soils,NA,other,NA,not sandy,bulk,7.25,0.860338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.89,0.995196,100.25,2.001084,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,alfalfa,NA,crop,90,Short-term,ap,table1
370,"li, chong(2023)",2023,32◦747 n and 119◦1315 e,31.748889,118.543333,bacillus thuringiensis nl-11,bacteria,bacteria,greenhouse,bacterial suspension,water,bacteria yes,"1*108cfu/ml, 10ml/pot",NA,0.800000,1250000000,9.096910,cfu/kg soil,yes,soils,NA,other,NA,not sandy,bulk,7.25,0.860338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.89,0.995196,100.25,2.001084,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,alfalfa,NA,crop,90,Short-term,ap,table1
