study.id,publication,pubyear,location,microbial.name,microbial.type,inoculant.type,experimental.type,inoculum.in.tr,inoculum.in.ck,inoculum,inoculation.amount,inoculation.amount.1,soil.weight,final.inoculation.amount,log10,unit,inoculant.quantity,inoculation.location,soil.use.type,soil.origin,soil.type,sandy.or.not.sandy,extraction.part,soil.ph,log10ph,soil.tc,log10tc,soil.soc,log10soc,tn,log10tn,tp,log10tp,organic.p,log10op,tk,log10tk,an,log10an,ap,log10ap,ak,log10ak,sterilization,application.background,stress,specific.background,rate,fertilizer,fertilizer.type,supply.rate,native,plant,plant.latin,plant.type,experimental.duration,experimental.periods,variable,methods,unit.1,xc,sc,nc,xe,se,ne,ph,xc.1,sc.1,nc.1,xe.1,se.1,ne.1,X.yield.xc,sc.2,nc.2,xe.2,se.2,ne.2,X.plant.biomass.xc,sc.3,nc.3,xe.3,se.3,ne.3,X.leaf.biomass.xc,sc.4,na,nc.4,xe.4,se.4,na.1,ne.4,sd.se,X.shoot.biomass.xc,sc.5,na.2,nc.5,xe.5,se.5,na.3,ne.5,sd.se.1,X.root.biomass.xc,sc.6,na.4,nc.6,xe.6,se.6,na.5,ne.6,sd.se.2,RR,Vi
18,"dutta, shanti chaya(2017)",2017,dibrugarh university,"a consortium of glomus, gigaspora and acaulospora sp.",amf,amf,greenhouse,"amf inoculum(consisted of soil, spores,
hyphae)",none,amf inoculum yes,90-120 propagules /10g,na,2.5kg,80,1.903089987,propagules/kg soil,yes,soils,na,other,na,unknow,rhizosphere,5,0.69897,na,na,na,na,na,na,na,na,na,na,na,na,na,na,4.8,0.681241,na,na,sterilization,na,no stress,na,na,no fertilizer,na,na,native,turmeric,curcuma longa l.,herbaceous plants,90,short-term,ap,bray,mg/kg,5.2,0.29,5,7.1,0.52,5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.311436158,0.001694844
18,"dutta, shanti chaya(2017)",2017,dibrugarh university,"a consortium of glomus, gigaspora and acaulospora sp.",amf,amf,greenhouse,"amf inoculum(consisted of soil, spores,
hyphae)",none,amf inoculum yes,90-120 propagules /10g,na,2.5kg,80,1.903089987,propagules/kg soil,yes,soils,na,other,na,unknow,rhizosphere,5,0.69897,na,na,na,na,na,na,na,na,na,na,na,na,na,na,4.8,0.681241,na,na,sterilization,na,no stress,na,na,no fertilizer,na,na,native,turmeric,curcuma longa l.,herbaceous plants,150,medium-term,ap,bray,mg/kg,2.53,0.33,5,3.81,0.22,5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.409409886,0.004069492
18,"dutta, shanti chaya(2017)",2017,dibrugarh university,"a consortium of glomus, gigaspora and acaulospora sp.",amf,amf,greenhouse,"amf inoculum(consisted of soil, spores,
hyphae)",none,amf inoculum yes,90-120 propagules /10g,na,2.5kg,80,1.903089987,propagules/kg soil,yes,soils,na,other,na,unknow,rhizosphere,5,0.69897,na,na,na,na,na,na,na,na,na,na,na,na,na,na,4.8,0.681241,na,na,sterilization,na,no stress,na,na,no fertilizer,na,na,native,turmeric,curcuma longa l.,herbaceous plants,210,medium-term,ap,bray,mg/kg,0.56,0.13,5,1.49,0.14,5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.978594615,0.012543747
70,"akbar, muhammad(2023)",2023,"(32.9132â¦n latitude, 72.3992â¦e longitude, elevation 374 m)",funneliformis mosseae,amf,amf,field,"amf inoculum(consisted of soil, spores,
hyphae)",sterilized amf inoculum,amf yes,na,na,field,0.022,-1.657577319,propagules/kg soil,yes,soils,farmland,cropland,unknow,unknow,bulk,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,unsterilization,na,no stress,na,na,fertilizer,npk,half dose,native,wheat,faisalabad-2008,crop,175,medium-term,ap,unknow,mg/kg,5.3,0.2,3,7.2,0.3,3,ph,7.2,0.2,3,6.1,0.3,3,6.58601,0.13119,3,8.00292,0.13119,3,18.1953,0.896683,3,20.784,1.281198,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.306374205,0.001053368
70,"akbar, muhammad(2023)",2023,"(32.9423â¦n latitude, 72.4787â¦e longitude, elevation 460 m)",funneliformis mosseae,amf,amf,field,"amf inoculum(consisted of soil, spores,
hyphae)",sterilized amf inoculum,amf yes,na,na,field,0.022,-1.657577319,propagules/kg soil,yes,soils,farmland,cropland,unknow,unknow,bulk,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,unsterilization,na,no stress,na,na,fertilizer,npk,half dose,native,wheat,faisalabad-2008,crop,175,medium-term,ap,unknow,mg/kg,5,0.2,3,6.3,0.2,3,ph,6.9,0.2,3,6.3,0.3,3,6.71053,0.26315,3,8.13158,0.15789,3,19.1568,0.896856,3,22.4852,0.896856,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.231111721,0.00086927
