study.id,publication,pubyear,location,Latitude,Longitude,microbial.name,microbial.type,inoculant.type,experimental.type,inoculum.in.tr,inoculum.in.ck,inoculum,inoculation.amount,inoculation.amount.1,soil.weight,final.inoculation.amount,log10,unit,inoculant.quantity,inoculation.location,soil.use.type,soil.origin,soil.type,sandy.or.not.sandy,extraction.part,soil.ph,log10ph,soil.tc,log10tc,soil.soc,log10soc,tn,log10tn,tp,log10tp,organic.p,log10op,tk,log10tk,an,log10an,ap,log10ap,ak,log10ak,sterilization,application.background,stress,specific.background,rate,fertilizer,fertilizer.type,supply.rate,native,plant,plant.latin,plant.type,experimental.duration,experimental.periods,variable,methods,unit.1,xc,sc,nc,xe,se,ne,ph,xc.1,xe.1,RRpH,yield,xc.2,xe.2,RRyield,plant.biomass,xc.3,xe.3,RRbiomass,leaf.biomass,xc.4,xe.4,RRleaf_biomass,shoot.biomass,xc.5,xe.5,RRshoot_biomass,root.biomass,xc.6,xe.6,RRroot_biomass,plant_p_leaf,xc.7,xe.7,RR_pleaf,plant_p_grain,xc.8,xe.8,RR_pgrain,plant_p_shoot,xc.9,xe.9,RR_pshoot,plant_p_root,xc.10,xe.10,RR_proot,plant_p,xc.11,xe.11,RR_pplant,RR,Vi
1,josef kohler(2010),2009,murcia (se spain).,37.98611,â1.13028,"pseudomoNAs mendociNAÂ palleroni, glomus intraradicesÂ (schenk and smith)",mix,mix,greenhouse,mix inoculum,sterilized mix inoculum ,mix yes,1010cfu/pot,1010cfu/pot,0.7kg,14285714285,10.154902,cfu/kg soil,yes,soils,NA,other,NA,unknow,rhizosphere,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,dry,stress,dry,NA,no fertilizer,NA,NA,no native,lettuce,l. sativaÂ l. cv. tafalla,herbaceous plants,35,Short-term,phosphatase,acid pme,nmolpnpg-1h-2,71,6.708204,5,139,15.652476,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,0.62,0.016261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.671794056,0.004321461
1,josef kohler(2010),2009,murcia (se spain).,37.98611,â1.13028,"pseudomoNAs mendociNAÂ palleroni, glomus intraradicesÂ (schenk and smith)",mix,mix,greenhouse,mix inoculum,sterilized mix inoculum ,mix yes,1010cfu/pot,1010cfu/pot,0.7kg,14285714285,10.154902,cfu/kg soil,yes,soils,NA,other,NA,unknow,rhizosphere,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,dry,stress,dry,NA,no fertilizer,NA,NA,no native,lettuce,l. sativaÂ l. cv. tafalla,herbaceous plants,35,Short-term,phosphatase,acid pme,nmolpnpg-1h-2,69,8.944272,5,151,15.652476,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.35,0.058841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.783173332,0.005509667
1,josef kohler(2010),2009,murcia (se spain).,37.98611,â1.13028,"pseudomoNAs mendociNAÂ palleroni, glomus mosseaeÂ (nicol and gerd.) gerd. and trappe",mix,mix,greenhouse,mix inoculum,sterilized mix inoculum ,mix yes,1010cfu/pot,1010cfu/pot,0.7kg,14285714285,10.154902,cfu/kg soil,yes,soils,NA,other,NA,unknow,rhizosphere,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no native,lettuce,l. sativaÂ l. cv. tafalla,herbaceous plants,35,Short-term,phosphatase,acid pme,nmolpnpg-1h-2,34,8.944272,5,120,15.652476,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,0.84,0.024098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.261131218,0.017243609
1,josef kohler(2010),2009,murcia (se spain).,37.98611,â1.13028,"pseudomoNAs mendociNAÂ palleroni, glomus mosseaeÂ (nicol and gerd.) gerd. and trappe",mix,mix,greenhouse,mix inoculum,sterilized mix inoculum ,mix yes,1010cfu/pot,1010cfu/pot,0.7kg,14285714285,10.154902,cfu/kg soil,yes,soils,NA,other,NA,unknow,rhizosphere,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,dry,stress,dry,NA,no fertilizer,NA,NA,no native,lettuce,l. sativaÂ l. cv. tafalla,herbaceous plants,35,Short-term,phosphatase,acid pme,nmolpnpg-1h-2,71,6.708204,5,149,26.832816,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,0.59,-0.033336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.741266429,0.008271555
1,josef kohler(2010),2009,murcia (se spain).,37.98611,â1.13028,"pseudomoNAs mendociNAÂ palleroni, glomus mosseaeÂ (nicol and gerd.) gerd. and trappe",mix,mix,greenhouse,mix inoculum,sterilized mix inoculum ,mix yes,1010cfu/pot,1010cfu/pot,0.7kg,14285714285,10.154902,cfu/kg soil,yes,soils,NA,other,NA,unknow,rhizosphere,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,dry,stress,dry,NA,no fertilizer,NA,NA,no native,lettuce,l. sativaÂ l. cv. tafalla,herbaceous plants,35,Short-term,phosphatase,acid pme,nmolpnpg-1h-2,69,8.944272,5,141,22.36068,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.35,0.058841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.714653386,0.008390567
2,li haiyun(2020),2020,NA,37.458333,107.333333,"helminthosporium tritici-vulgaris, alterNAria solani, fusarium oxysporum, sclerotinias clerotiorum",pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,0.5kg,NA,NA,NA,no,soils,NA,other,sierozem,unknow,rhizosphere,8.28,0.91803,NA,NA,26.310905,1.420136,NA,NA,0.36,-0.443697,NA,NA,42.29,1.626238,86.48,1.936916,11.25,1.051153,129.7,2.11294,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,unknow,oat,aveNA sativa,herbaceous plants,45,Short-term,phosphatase,alkaline pme,mg/g,2.62366,0.12903,6,3.54839,0.15053,6,ph,8.0451,8.0378,-0.000908,NA,NA,NA,NA,NA,0.216176,0.988235,1.519828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.30192369,0.000703041
2,li haiyun(2020),2020,NA,36.062,103.694,"helminthosporium tritici-vulgaris, alterNAria solani, fusarium oxysporum, sclerotinias clerotiorum",pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,0.5kg,NA,NA,NA,no,soils,NA,other,sierozem,unknow,rhizosphere,8.28,0.91803,NA,NA,26.310905,1.420136,NA,NA,0.36,-0.443697,NA,NA,42.29,1.626238,86.48,1.936916,11.25,1.051153,129.7,2.11294,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,unknow,alfalfa,medicago sativa,herbaceous plants,45,Short-term,phosphatase,alkaline pme,mg/g,2.86022,0.21505,6,6.54312,0.18806,6,ph,8.06468,7.90982,-0.019389,NA,NA,NA,NA,NA,0.185294,0.360284,0.664949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.827515571,0.001079849
2,li haiyun(2020),2020,NA,36.062,103.694,"helminthosporium tritici-vulgaris, alterNAria solani, fusarium oxysporum, sclerotinias clerotiorum",pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,0.5kg,NA,NA,NA,no,soils,NA,other,sierozem,unknow,rhizosphere,8.28,0.91803,NA,NA,26.310905,1.420136,NA,NA,0.36,-0.443697,NA,NA,42.29,1.626238,86.48,1.936916,11.25,1.051153,129.7,2.11294,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,unknow,cucumberÂ ,cucumis sativus,herbaceous plants,45,Short-term,phosphatase,alkaline pme,mg/g,2.43011,0.15054,6,3.87097,4.12903,6,ph,7.94386,7.89358,-0.00635,NA,NA,NA,NA,NA,0.586765,1.51324,0.947384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.465568598,0.19026879
5,"pan, jing(2020)",2020,"n 39Â°02â²38â³, e 103Â°36â²36â³",39.043889,103.61,glomus mosseae,amf,amf,greenhouse,"amf inoculum(consisted of soil, spores,
hyphae)",sterilized amf inoculum,amf yes,100g/pot,NA,1.3kg,NA,NA,NA,no,soils,farmland,cropland,ustifluvent,unknow,rhizosphere,8.14,0.910624,NA,NA,9.36,0.971276,0.61,-0.21467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.75,1.678973,unsterilization,saline soil,no stress,NA,NA,no fertilizer,NA,NA,no native,russian olive,elaeagnus angustifolia l.,shrub,110,Medium-term,phosphatase,alkaline pme,umol/d/g,7.00692,0.15571,5,8.14879,0.25951,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.487805,1.7378,1.270459,NA,0.29052,1.42202,1.588161,NA,0.30581,1.49847,1.589236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.150971218,0.000301606
5,"pan, jing(2020)",2020,"n 39Â°02â²38â³, e 103Â°36â²36â³",39.043889,103.61,bacillus amyloliquefaciens fzb42,pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,"108cfu/ml, 40ml/pot",NA,1.3kg,NA,NA,NA,no,seeds,farmland,cropland,ustifluvent,unknow,rhizosphere,8.14,0.910624,NA,NA,9.36,0.971276,0.61,-0.21467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.75,1.678973,unsterilization,saline soil,no stress,NA,NA,no fertilizer,NA,NA,no native,russian olive,elaeagnus angustifolia l.,shrub,110,Medium-term,phosphatase,alkaline pme,umol/d/g,7.00692,0.15571,5,7.73356,0.41523,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.487805,0.853659,0.559616,NA,0.29052,0.58104,0.693147,NA,0.30581,0.795107,0.955513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.098671068,0.000675332
